country,founded,id,industry,linkedin_url,locality,name,region,size,website,country_iso2
china,2011,shallot-network,computer games,linkedin.com/company/shallot-network,yangpu,xiaocong network,shanghai,51-200,xiaocong.tv,CN
,2011,7thbeatgames,computer games,linkedin.com/company/7thbeatgames,,7th beat games,,1-10,7thbe.at,
,2011,crysoft-development,computer games,linkedin.com/company/crysoft-development,,crysoft development,,1-10,crysoftdev.com,
canada,2011,spoonsized-entertainment,computer games,linkedin.com/company/spoonsized-entertainment,,spoonsized entertainment,,1-10,spoonsized.com,CA
united kingdom,2011,plumbee,computer games,linkedin.com/company/plumbee,london,plumbee,greater london,51-200,plumbee.com,GB
portugal,2011,ftwesports,computer games,linkedin.com/company/ftwesports,lisbon,for the win esports club - clube de desportos electrónicos,lisbon,201-500,ftw.pt,PT
,2011,trulysocial-ltd-,computer games,linkedin.com/company/trulysocial-ltd-,,trulysocial ltd.,,1-10,trulysocialapps.com,
,2011,team-killing-spree,computer games,linkedin.com/company/team-killing-spree,,team killing spree,,11-50,teamkillingspree.com,
india,2011,atled-technologies-private-limited,computer games,linkedin.com/company/atled-technologies-private-limited,bengaluru,atled technologies private limited,karnataka,11-50,atledtechnologies.com,IN
,2011,pgc-esports---professional-gaming-community-ltd,computer games,linkedin.com/company/pgc-esports---professional-gaming-community-ltd,,pgc esports - professional gaming community ltd,,1-10,pgcesports.com,
united kingdom,2011,jinxsoft,computer games,linkedin.com/company/jinxsoft,london,jinxsoft,greater london,11-50,jinxsoft.com,GB
canada,2011,vandal-games,computer games,linkedin.com/company/vandal-games,montreal,vandal games,quebec,11-50,vandalgames.net,CA
,2011,amagumo-games-ab,computer games,linkedin.com/company/amagumo-games-ab,,amagumo games ab,,1-10,amagumogames.com,
united kingdom,2011,heavy-spectrum-limited,computer games,linkedin.com/company/heavy-spectrum-limited,royal kingston upon thames,heavy spectrum limited,greater london,1-10,heavyspectrum.com,GB
spain,2011,guild-wars-2-spain,computer games,linkedin.com/company/guild-wars-2-spain,atarfe,guild wars 2 spain,andalucia,1-10,guildwars2-spain.com,ES
,2011,triple-d-games,computer games,linkedin.com/company/triple-d-games,,triple d games,,1-10,,
netherlands,2011,gamious,computer games,linkedin.com/company/gamious,,gamious,,1-10,gamious.com,NL
,2011,first-round-exchange,computer games,linkedin.com/company/first-round-exchange,,first round exchange,,1-10,firstroundx.com,
united states,2011,spiral-toys-otcqb-stoy-,computer games,linkedin.com/company/spiral-toys-otcqb-stoy-,agoura hills,spiral toys (otcqb: stoy),california,11-50,spiraltoys.com,US
united kingdom,2011,shortround,computer games,linkedin.com/company/shortround,,shortround,east sussex,1-10,shortroundgames.com,GB
,2011,little-universe-studios,computer games,linkedin.com/company/little-universe-studios,,little universe studios,,1-10,littleuniversestudios.com,
japan,2011,granzellagames,computer games,linkedin.com/company/granzellagames,,granzella inc.,,11-50,granzella.co.jp,JP
australia,2011,betadwarf-entertainment,computer games,linkedin.com/company/betadwarf-entertainment,denmark,betadwarf entertainment,western australia,11-50,betadwarf.com,AU
,2011,reloaded-games-inc-,computer games,linkedin.com/company/reloaded-games-inc-,,"reloaded games, inc.",,51-200,reloadedinc.com,
,2011,smartron-5,computer games,linkedin.com/company/smartron-5,,smartron5,,11-50,smartron5.com,
,2011,sharing-studios-shanghai-,computer games,linkedin.com/company/sharing-studios-shanghai-,,sharing studios(shanghai),,51-200,sharing-shanghai.com,
hungary,2011,playon-formerly-cd-projekt-hungary-,computer games,linkedin.com/company/playon-formerly-cd-projekt-hungary-,,playon! (formerly cd projekt hungary),budapest,1-10,playon.hu,HU
,2011,chorus-digital,computer games,linkedin.com/company/chorus-digital,,chorus digital,,1-10,chorusdigital.com,
ireland,2011,hail-studios-ltd,computer games,linkedin.com/company/hail-studios-ltd,dublin,hail studios,dublin,11-50,hailstudios.com,IE
,2011,d22-zone,computer games,linkedin.com/company/d22-zone,,d22 zone,,1-10,d22-zone.com,
,2011,while-true-software,computer games,linkedin.com/company/while-true-software,,while true software,,1-10,while-true.com,
israel,2011,nextpeer,computer games,linkedin.com/company/nextpeer,,nextpeer,,11-50,nextpeer.com,IL
israel,2011,amonki,computer games,linkedin.com/company/amonki,,adrenaline monki,,1-10,amonki.com,IL
germany,2011,newtracks,computer games,linkedin.com/company/newtracks,berlin,newtracks,berlin,11-50,newtracks.biz,DE
china,2011,smartbox-entertainment,computer games,linkedin.com/company/smartbox-entertainment,yushan,smartbox entertainment,jiangsu,11-50,smartboxent.com,CN
brazil,2011,mobjoy-mob-me,computer games,linkedin.com/company/mobjoy-mob-me,,mobjoy games,,11-50,mobjoygames.com,BR
spain,2011,tropical-games-studio,computer games,linkedin.com/company/tropical-games-studio,santa cruz de tenerife,tropical games studio,canary islands,1-10,tropicalgames.es,ES
brazil,2011,lighthouse-jogos-e-geek-store,computer games,linkedin.com/company/lighthouse-jogos-e-geek-store,,lighthouse jogos e geek store,,1-10,lighthousegeek.com.br,BR
croatia,2011,black-olive-games,computer games,linkedin.com/company/black-olive-games,,black olive games,,1-10,blackolivegames.com,HR
germany,2011,netgames,computer games,linkedin.com/company/netgames,gera,netgames,thuringen,1-10,netgames.de,DE
,2011,kodari-games,computer games,linkedin.com/company/kodari-games,,kodari games,,1-10,kodarigames.com,
canada,2011,minogames,computer games,linkedin.com/company/minogames,montreal,mino games,quebec,11-50,mino-games.com,CA
united kingdom,2011,bossalien,computer games,linkedin.com/company/bossalien,,boss alien ltd,east sussex,51-200,bossalien.com,GB
,2011,tkcraft,computer games,linkedin.com/company/tkcraft,,tkcraft,,1-10,tkcraft.com,
france,2011,syldi-studio,computer games,linkedin.com/company/syldi-studio,joue-les-tours,syldi studio,centre,1-10,syldi-studio.com,FR
united states,2011,fuzzy-logic,computer games,linkedin.com/company/fuzzy-logic,boulder,fuzzy logic,colorado,1-10,fuzzy-logic.co.za,US
brazil,2011,polygonmaker,computer games,linkedin.com/company/polygonmaker,florianópolis,polygonmaker,santa catarina,1-10,polygonmaker.com,BR
norway,2011,draug,computer games,linkedin.com/company/draug,,draug,oslo,1-10,draug.net,NO
australia,2011,considerable-content-pty-ltd,computer games,linkedin.com/company/considerable-content-pty-ltd,,considerable content pty ltd,,1-10,considerablecontent.com,AU
italy,2011,topgames,computer games,linkedin.com/company/topgames,,topgames,,1-10,topgamesnapoli.com,IT
egypt,2011,instinct-games,computer games,linkedin.com/company/instinct-games,cairo,instinct games,cairo,11-50,instinctgames.com,EG
netherlands,2011,volumes-of-fun,computer games,linkedin.com/company/volumes-of-fun,,volumes of fun,,1-10,volumesoffun.com,NL
france,2011,naoplay,computer games,linkedin.com/company/naoplay,paris,naoplay,ile-de-france,1-10,naoplay.com,FR
,2011,parse-game-studio,computer games,linkedin.com/company/parse-game-studio,,parseh game studio,,1-10,parsehgamestudio.com,
india,2011,octathorpe-web-consultants,computer games,linkedin.com/company/octathorpe-web-consultants,hyderabad,octathorpe web consultants,andhra pradesh,11-50,hitwicket.com,IN
canada,2011,gamelofttoronto,computer games,linkedin.com/company/gamelofttoronto,toronto,gameloft toronto,ontario,51-200,,CA
,2011,oversun-media-llc,computer games,linkedin.com/company/oversun-media-llc,,oversun media llc,,51-200,oversun-media.com,
united states,2011,desert-owl-games,computer games,linkedin.com/company/desert-owl-games,tucson,desert owl games,arizona,1-10,desertowlgames.com,US
china,2011,shinezone-inc,computer games,linkedin.com/company/shinezone-inc,,shinezone network,,51-200,shinezone.com,CN
lithuania,2011,jetscorp,computer games,linkedin.com/company/jetscorp,,jetscorp,kaunas,1-10,jetscorp.eu,LT
,2011,zombiesindiehouse,computer games,linkedin.com/company/zombiesindiehouse,,zombies indie house,,1-10,facebook.com/zombiesindiehouse,
,2011,nekomata-games,computer games,linkedin.com/company/nekomata-games,,nekomata games,,1-10,nekomata-games.com,
argentina,2011,geek-lounge,computer games,linkedin.com/company/geek-lounge,,geek lounge,buenos aires,11-50,geeklounge.com.ar,AR
united states,2011,berlin-borough-school-district,computer games,linkedin.com/company/berlin-borough-school-district,berlin,berlin borough school district,new jersey,11-50,,US
united kingdom,2011,studio-gobo,computer games,linkedin.com/company/studio-gobo,,studio gobo,east sussex,51-200,studiogobo.com,GB
chile,2011,cangrejo-ideas,computer games,linkedin.com/company/cangrejo-ideas,vina del mar,cangrejo ideas,valparaiso,11-50,cangrejoideas.com,CL
united states,2011,blue-void-studios,computer games,linkedin.com/company/blue-void-studios,,blue void studios,,1-10,bluevoidstudios.com,US
canada,2011,shoal-games-ltd.,computer games,linkedin.com/company/shoal-games-ltd.,vancouver,shoal games ltd.,british columbia,11-50,shoalgames.com,CA
,2011,2p-games,computer games,linkedin.com/company/2p-games,,2p games,,1-10,2pgames.com,
united states,2011,new-game-town-llc,computer games,linkedin.com/company/new-game-town-llc,mercer island,new game town llc,washington,11-50,newgametown.com,US
united kingdom,2011,infinitios,computer games,linkedin.com/company/infinitios,london,infinitios,greater london,11-50,infinitios.com,GB
germany,2011,game-punks-gmbh,computer games,linkedin.com/company/game-punks-gmbh,munich,game.punks gmbh,bavaria,1-10,gamepunks.com,DE
netherlands,2011,ragesquid,computer games,linkedin.com/company/ragesquid,,ragesquid,,1-10,ragesquid.com,NL
brazil,2011,game-art-brazil,computer games,linkedin.com/company/game-art-brazil,,game art brazil,sao paulo,1-10,gameartbrazil.com,BR
sweden,2011,games-n-stuff-alliance-ab,computer games,linkedin.com/company/games-n-stuff-alliance-ab,vimmerby,games n stuff alliance ab,kalmar,1-10,gamesnstuff.se,SE
united states,2011,4gency-llc,computer games,linkedin.com/company/4gency-llc,seattle,"4gency, llc",washington,1-10,4gency.com,US
,2011,ariablarg-tv,computer games,linkedin.com/company/ariablarg-tv,,ariablarg.tv,,11-50,ariablarg.tv,
united states,2011,juggernaut-games,computer games,linkedin.com/company/juggernaut-games,nashville,juggernaut games,tennessee,1-10,juggernaut-games.com,US
india,2011,freebird-app-studio-llp,computer games,linkedin.com/company/freebird-app-studio-llp,rajkot,freebird app studio llp,gujarat,11-50,thefreebirdtech.com,IN
vietnam,2011,senspark,computer games,linkedin.com/company/senspark,ho chi minh city,senspark,ho chi minh city,51-200,senspark.com,VN
poland,2011,taploft,computer games,linkedin.com/company/taploft,,taploft,,11-50,taploft.com,PL
canada,2011,anonymality,computer games,linkedin.com/company/anonymality,,anonymality,quebec,1-10,anonymality.com,CA
canada,2011,rebel-hippo-inc-,computer games,linkedin.com/company/rebel-hippo-inc-,kitchener,rebel hippo inc.,ontario,1-10,rebelhippo.com,CA
,2011,rockhead-games,computer games,linkedin.com/company/rockhead-games,,rockhead games,,1-10,rockheadgames.com,
canada,2011,tribute-games-inc-,computer games,linkedin.com/company/tribute-games-inc-,montreal,tribute games inc.,quebec,1-10,tributegames.com,CA
spain,2011,akamon-entertainment,computer games,linkedin.com/company/akamon-entertainment,barcelona,akamon entertainment,catalonia,51-200,akamon.com,ES
australia,2011,league-of-geeks,computer games,linkedin.com/company/league-of-geeks,south melbourne,league of geeks,victoria,11-50,leagueofgeeks.com,AU
,2011,np-game-center,computer games,linkedin.com/company/np-game-center,,np game center,,1-10,npgamecenter.com,
,2011,scotgamedev,computer games,linkedin.com/company/scotgamedev,,scottish game developers association,,1-10,scotgamedev.org,
india,2011,rocksalt-interactive-games-pvt-ltd-467758147,computer games,linkedin.com/company/rocksalt-interactive-games-pvt-ltd-467758147,,rocksalt interactive games pvt ltd.,,51-200,rocksaltinteractive.com,IN
uganda,2011,kola-studios,computer games,linkedin.com/company/kola-studios,kampala,kola studios,kampala,1-10,kolastudios.com,UG
colombia,2011,4pillows-interactive,computer games,linkedin.com/company/4pillows-interactive,tibasosa,4pillows interactive,boyaca,1-10,4pillowsinteractive.co,CO
argentina,2011,xgameproar,computer games,linkedin.com/company/xgameproar,,xgamepro,buenos aires,11-50,xgamepro.net,AR
,2011,artnauka,computer games,linkedin.com/company/artnauka,,artnauka,,11-50,art-nauka.com,
india,2011,dariyalgames,computer games,linkedin.com/company/dariyalgames,chennai,dariyal games,tamil nadu,1-10,dariyalgames.com,IN
,2011,lady-shotgun-games,computer games,linkedin.com/company/lady-shotgun-games,,lady shotgun games,,1-10,ladyshotgun.com,
united states,2011,turn-me-up-games-inc-,computer games,linkedin.com/company/turn-me-up-games-inc-,burbank,"turn me up games, inc.",california,11-50,turnmeupgames.com,US
finland,2011,blobery-ltd,computer games,linkedin.com/company/blobery-ltd,espoo,blobery ltd,uusimaa,1-10,blobery.com,FI
united kingdom,2011,monster-and-monster,computer games,linkedin.com/company/monster-and-monster,,monster and monster,,1-10,monsterandmonster.com,GB
canada,2011,argali-llc,computer games,linkedin.com/company/argali-llc,calgary,argali llc,alberta,11-50,argalientertainment.com.ua,CA
,2011,mobilecraft,computer games,linkedin.com/company/mobilecraft,,mobilecraft,,1-10,mobilecraft.net,
,2011,ark-game-studios,computer games,linkedin.com/company/ark-game-studios,,ark game studios,,11-50,arkgamestudios.com,
,2011,flying-cafe-for-semianimals,computer games,linkedin.com/company/flying-cafe-for-semianimals,,flying cafe for semianimals,,1-10,flying-cafe.com,
united states,2011,fireforge,computer games,linkedin.com/company/fireforge,mission viejo,fireforge,california,51-200,fireforgegames.com,US
france,2011,team-redbloods-esport,computer games,linkedin.com/company/team-redbloods-esport,,team redbloods esport,,1-10,redbloods.eu,FR
,2011,handsound,computer games,linkedin.com/company/handsound,,handsound,,1-10,handsound.com,
united kingdom,2011,level-up-games-inc-,computer games,linkedin.com/company/level-up-games-inc-,london,level up games ltd.,greater london,11-50,levelup-games.eu,GB
china,2011,jof-game,computer games,linkedin.com/company/jof-game,wuhan,"joy of fish information technology co., ltd",hubei,51-200,jofgame.com,CN
,2011,unit-lost-ltd,computer games,linkedin.com/company/unit-lost-ltd,,unit lost ltd,,1-10,unitlost.com,
belarus,2011,4ilab,computer games,linkedin.com/company/4ilab,minsk,4ilab,minsk,1-10,4ilab.io,BY
united states,2011,app-swarm-inc,computer games,linkedin.com/company/app-swarm-inc,las vegas,appswarm inc.,nevada,11-50,app-swarm.com,US
chile,2011,octeto-studios,computer games,linkedin.com/company/octeto-studios,,octeto studios,,1-10,octetostudios.com,CL
,2011,tomodomo-oy,computer games,linkedin.com/company/tomodomo-oy,,tomodomo oy,,1-10,tomodomo.org,
,2011,nekcom,computer games,linkedin.com/company/nekcom,,nekcom,,11-50,nekcom.cn,
,2011,tapas-interactive,computer games,linkedin.com/company/tapas-interactive,,tapas interactive,,1-10,tapasinteractive.com,
netherlands,2011,team-reptile,computer games,linkedin.com/company/team-reptile,hilversum,team reptile,noord-holland,1-10,team-reptile.com,NL
united states,2011,aethex,computer games,linkedin.com/company/aethex,redding,aethex,california,1-10,aethex.co,US
iran,2011,iran-game-development-institute,computer games,linkedin.com/company/iran-game-development-institute,,iran game development institute,tehrān,11-50,irangdi.com,IR
china,2011,firevale,computer games,linkedin.com/company/firevale,,firevale,beijing,11-50,firevale.com,CN
